"task_id","scenario","condition_id","replicate","data_seed","method_group","parameters","within_task_grid"
884,"pi_nn_sensitivity",1,34,26995201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
885,"pi_nn_sensitivity",1,35,26995301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
886,"pi_nn_sensitivity",1,36,26995401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
887,"pi_nn_sensitivity",1,37,26995501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
888,"pi_nn_sensitivity",1,38,26995601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
889,"pi_nn_sensitivity",1,39,26995701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
890,"pi_nn_sensitivity",1,40,26995801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
891,"pi_nn_sensitivity",1,41,26995901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
892,"pi_nn_sensitivity",1,42,26996001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
893,"pi_nn_sensitivity",1,43,26996101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
894,"pi_nn_sensitivity",1,44,26996201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
895,"pi_nn_sensitivity",1,45,26996301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
896,"pi_nn_sensitivity",1,46,26996401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
897,"pi_nn_sensitivity",1,47,26996501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
898,"pi_nn_sensitivity",1,48,26996601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
899,"pi_nn_sensitivity",1,49,26996701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
900,"pi_nn_sensitivity",1,50,26996801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=signal","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
901,"pi_nn_sensitivity",2,1,26991901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
902,"pi_nn_sensitivity",2,2,26992001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
903,"pi_nn_sensitivity",2,3,26992101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
904,"pi_nn_sensitivity",2,4,26992201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
905,"pi_nn_sensitivity",2,5,26992301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
906,"pi_nn_sensitivity",2,6,26992401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
907,"pi_nn_sensitivity",2,7,26992501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
908,"pi_nn_sensitivity",2,8,26992601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
909,"pi_nn_sensitivity",2,9,26992701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
910,"pi_nn_sensitivity",2,10,26992801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
911,"pi_nn_sensitivity",2,11,26992901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
912,"pi_nn_sensitivity",2,12,26993001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
913,"pi_nn_sensitivity",2,13,26993101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
914,"pi_nn_sensitivity",2,14,26993201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
915,"pi_nn_sensitivity",2,15,26993301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
916,"pi_nn_sensitivity",2,16,26993401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
917,"pi_nn_sensitivity",2,17,26993501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
918,"pi_nn_sensitivity",2,18,26993601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
919,"pi_nn_sensitivity",2,19,26993701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
920,"pi_nn_sensitivity",2,20,26993801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
921,"pi_nn_sensitivity",2,21,26993901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
922,"pi_nn_sensitivity",2,22,26994001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
923,"pi_nn_sensitivity",2,23,26994101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
924,"pi_nn_sensitivity",2,24,26994201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
925,"pi_nn_sensitivity",2,25,26994301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
926,"pi_nn_sensitivity",2,26,26994401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
927,"pi_nn_sensitivity",2,27,26994501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
928,"pi_nn_sensitivity",2,28,26994601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
929,"pi_nn_sensitivity",2,29,26994701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
930,"pi_nn_sensitivity",2,30,26994801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
931,"pi_nn_sensitivity",2,31,26994901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
932,"pi_nn_sensitivity",2,32,26995001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
933,"pi_nn_sensitivity",2,33,26995101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
934,"pi_nn_sensitivity",2,34,26995201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
935,"pi_nn_sensitivity",2,35,26995301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
936,"pi_nn_sensitivity",2,36,26995401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
937,"pi_nn_sensitivity",2,37,26995501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
938,"pi_nn_sensitivity",2,38,26995601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
939,"pi_nn_sensitivity",2,39,26995701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
940,"pi_nn_sensitivity",2,40,26995801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
941,"pi_nn_sensitivity",2,41,26995901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
942,"pi_nn_sensitivity",2,42,26996001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
943,"pi_nn_sensitivity",2,43,26996101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
944,"pi_nn_sensitivity",2,44,26996201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
945,"pi_nn_sensitivity",2,45,26996301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
946,"pi_nn_sensitivity",2,46,26996401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
947,"pi_nn_sensitivity",2,47,26996501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
948,"pi_nn_sensitivity",2,48,26996601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
949,"pi_nn_sensitivity",2,49,26996701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
950,"pi_nn_sensitivity",2,50,26996801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;interaction_state=null","prop_nn=0.02|prop_nn=0.05|prop_nn=0.1|prop_nn=0.2"
951,"rho_sensitivity",1,1,27091901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
952,"rho_sensitivity",1,2,27092001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
953,"rho_sensitivity",1,3,27092101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
954,"rho_sensitivity",1,4,27092201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
955,"rho_sensitivity",1,5,27092301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
956,"rho_sensitivity",1,6,27092401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
957,"rho_sensitivity",1,7,27092501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
958,"rho_sensitivity",1,8,27092601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
959,"rho_sensitivity",1,9,27092701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
960,"rho_sensitivity",1,10,27092801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
961,"rho_sensitivity",1,11,27092901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
962,"rho_sensitivity",1,12,27093001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
963,"rho_sensitivity",1,13,27093101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
964,"rho_sensitivity",1,14,27093201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
965,"rho_sensitivity",1,15,27093301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
966,"rho_sensitivity",1,16,27093401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
967,"rho_sensitivity",1,17,27093501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
968,"rho_sensitivity",1,18,27093601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
969,"rho_sensitivity",1,19,27093701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
970,"rho_sensitivity",1,20,27093801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
971,"rho_sensitivity",1,21,27093901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
972,"rho_sensitivity",1,22,27094001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
973,"rho_sensitivity",1,23,27094101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
974,"rho_sensitivity",1,24,27094201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
975,"rho_sensitivity",1,25,27094301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
976,"rho_sensitivity",1,26,27094401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
977,"rho_sensitivity",1,27,27094501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
978,"rho_sensitivity",1,28,27094601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
979,"rho_sensitivity",1,29,27094701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
980,"rho_sensitivity",1,30,27094801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
981,"rho_sensitivity",1,31,27094901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
982,"rho_sensitivity",1,32,27095001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
983,"rho_sensitivity",1,33,27095101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
984,"rho_sensitivity",1,34,27095201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
985,"rho_sensitivity",1,35,27095301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
986,"rho_sensitivity",1,36,27095401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
987,"rho_sensitivity",1,37,27095501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
988,"rho_sensitivity",1,38,27095601,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
989,"rho_sensitivity",1,39,27095701,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
990,"rho_sensitivity",1,40,27095801,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
991,"rho_sensitivity",1,41,27095901,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
992,"rho_sensitivity",1,42,27096001,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
993,"rho_sensitivity",1,43,27096101,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
994,"rho_sensitivity",1,44,27096201,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
995,"rho_sensitivity",1,45,27096301,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
996,"rho_sensitivity",1,46,27096401,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
997,"rho_sensitivity",1,47,27096501,"sensitivity","n_per_moon=180;categorical_contamination=0;q_categorical_noise=0;moon_noise_sd=0.08;prop_nn=0.1;interaction_state=signal","rho=0|rho=0.25|rho=0.5|rho=0.75|rho=1"
