"task_key","experiment","condition","state","replicate","data_seed","method","method_label","bandwidth_multiplier","ARI","affinity_sigma","objective","iterations","ifault","distance_seconds","clustering_seconds","error"
"Simulation_3__npg120_profile0-35__decoupled__rep001","Simulation_3","npg120_profile0.35","decoupled",1,26400100,"Gower_SC","Gower",1,-0.0002753561935288,0.496282583297788,70.9044207896885,2,0,0.170000000000016,0.0669999999999504,NA
"Simulation_3__npg120_profile0-35__decoupled__rep001","Simulation_3","npg120_profile0.35","decoupled",1,26400100,"Modified_Gower_SC","Modified Gower",1,5.35777982145349e-05,0.445260929115477,71.3193127701004,3,0,2.47099999999995,0.0960000000000036,NA
"Simulation_3__npg120_profile0-35__decoupled__rep001","Simulation_3","npg120_profile0.35","decoupled",1,26400100,"Euclidean_onehot_SC","Euclidean one-hot",1,-0.000724597480658714,13.0399369032221,66.1618164782575,3,0,1.43000000000001,0.0629999999999882,NA
"Simulation_3__npg120_profile0-35__decoupled__rep001","Simulation_3","npg120_profile0.35","decoupled",1,26400100,"Ahmad_Dey_SC","Ahmad--Dey distance",1,-0.00210500608791248,0.485745084349324,66.7341959181199,3,0,0.319999999999993,0.0660000000000309,NA
"Simulation_3__npg120_profile0-35__aligned__rep002","Simulation_3","npg120_profile0.35","aligned",2,26400200,"Gated_active_average_SC","Gated active average",1,0.230543854070392,17.5635971590538,68.7576201290346,3,0,0.00399999999996226,0.0839999999999463,NA
"Simulation_3__npg120_profile0-35__aligned__rep002","Simulation_3","npg120_profile0.35","aligned",2,26400200,"Package_no_interaction_SC","Package no interaction",1,0.365427980880346,15.7106549325304,65.106037117102,3,0,0.00499999999999545,0.0880000000000223,NA
"Simulation_3__npg120_profile0-35__aligned__rep002","Simulation_3","npg120_profile0.35","aligned",2,26400200,"Gower_SC","Gower",1,0.422059831246896,0.496941152460302,64.1295921183204,3,0,0.105000000000018,0.0930000000000177,NA
"Simulation_3__npg120_profile0-35__aligned__rep002","Simulation_3","npg120_profile0.35","aligned",2,26400200,"Modified_Gower_SC","Modified Gower",1,0.385397225815788,0.449394878539894,66.4429707107695,3,0,1.48099999999999,0.145000000000039,NA
"Simulation_3__npg120_profile0-35__aligned__rep002","Simulation_3","npg120_profile0.35","aligned",2,26400200,"Euclidean_onehot_SC","Euclidean one-hot",1,0.471358946424492,13.0431685934555,58.4186701382891,3,0,1.23399999999998,0.0710000000000264,NA
"Simulation_3__npg120_profile0-35__aligned__rep002","Simulation_3","npg120_profile0.35","aligned",2,26400200,"Ahmad_Dey_SC","Ahmad--Dey distance",1,0.379482204291023,0.469305383482967,62.4525102521106,2,0,0.368000000000052,0.0939999999999941,NA
